title,abstract,publication_date,url
A Wavelet Analysis of Bitcoin Price Volatility Dynamic,"The cryptocurrency market has experienced significant growth in international finance in recent years, attracting a large number of investors. This has led to a substantial increase in the overall trading volume[1], surpassing 1.2 trillion USD in July2023. Bitcoin in particular, has garnered significant interest from both advanced and emerging economies. Notably, Bitcoin is legal tender in El Salvador and the Central African Republic. The cryptocurrency market possesses distinct characteristics that set it apart from traditional markets such as exchanges, commodities, and equities. Its decentralization, facilitated by Blockchain technology, stands as a key differentiating factor. This technology enables anonymous trading of cryptocurrencies, with the identities of market participants, account holders, and electronic wallet managers remaining unknown. Consequently, there is an inherent ambiguity when it comes to characterizing the behavior of these investors or determining their preferred trading horizons. In this context, an important question arises: how do investors in the cryptocurrency market navigate price volatility? Furthermore, how do their trading strategies, which are inherently tied to their investment horizons, impact each other and consequently influence market prices? The heterogeneity hypothesis, which is a prevalent assumption in financial markets, is particularly relevant when exploring how investors in the cryptocurrency market navigate price volatility. The diverse trading strategies and approaches to handling price fluctuations among heterogeneous investors impact and influence the overall volatility and price dynamics of cryptocurrencies. The heterogeneity market hypothesis[2] refers to the existence of differences among investors or traders regarding their beliefs, information, risk preferences, investment strategies, and time horizons. In a heterogeneous market, investors, traders and financial institutions have varying views and expectations about the future performance of assets. These differences can manifest in various ways, such as market information access, market liquidity provision, trading strategies and market structure. While numerous empirical studies have explored the concept of market heterogeneity in relation to traditional assets such as those conducted by Müller et al. (1993;1997), Lux and Marchesi (2000), LeBaron (2000), Dacorogna et al. (2001) and Benhmad (2011), there is a paucity of research on this topic specifically focusing on cryptocurrencies. This paper aims to contribute to the existing literature that investigates the hypothesis of investor heterogeneity in traditional markets, including forex, stocks, and commodities. Specifically, we focus on the cryptocurrency market, which is predominantly dominated by Bitcoin. As of November 2021[3], Bitcoin holds the distinction of being the most actively traded cryptocurrency, with a market capitalization exceeding 1.2 trillion USD. Given its significance, Bitcoin garners substantial interest from investors across various categories. Therefore, this research seeks to uncover potential synergies among participants[4] in the cryptocurrency market and identify investor types and investment horizons prevalent in this market. By understanding these factors, we can gain insights into the dynamic volatility displayed by Bitcoin’s price. To tackle this issue, we investigate Bitcoin’s price volatility, analyzing causal relationships among short-term, medium and long-term traders by using wavelet transform to decompose volatility at different trading frequency scales[5] considered, then Granger causality test will be employed to determine if changes in one scale impact others. Furthermore, we extend this analysis by employing the nonlinear causality test proposed by Hmamouche. Y (2020). This nonlinear causality test goes beyond the limitations of the linear causality test and helps identifying potential nonlinear causal effects that may exist between the volatilities at different frequency scales, which could be overlooked by the linear causality test. The rest of this paper is organized as follows: Section 2 presents the theoretical framework relatively to the heterogeneity market hypothesis. Section 3 focuses on the empirical review. Section 4 and 5 turns to the data and methodology. Section 6 provides the empirical findings. Section 7 concludes.",2024-01-01,
Forecasting crude palm oil (CPO) prices with Arfima-Figarch method,"Palm oil plants process crude Palm Oil (CPO). CPO is an important commodity in Indonesia because Indonesia has the highest production rate in the world. The problem is that the price of CPO in Indonesia tends to fluctuate, leading to price instability. It is necessary to see the pattern of data from CPO prices with forecasting. In the analysis of time series data, there is a long memory phenomenon, so one of the methods used is the ARFIMA method. The ARFIMA method develops the ARIMA method with fractional value differencing. The ARFIMA method has residuals that meet white noise, normal distribution, and homogenity. However, some financial data have inhomogeneous residuals, so there is a need to test heteroskedasticity's effects. One of the proper methods of dealing with the effects of heteroskedasticity is the GARCH method. Another phenomenon that often occurs in the GARCH method is an asymmetric effect. FIGARCH is a development of the GARCH method for addressing data with asymmetric effects. The FIGARCH method is also very good in forecasting long memory effects. The aim of this research is to model and forecast the price of CPO using the ARFIMA-FIGARCH method in order to determine the future prices of CPO and facilitate decision-making for exporters and importers. The ARFIMA-FIGARCH method with the best model is ARFIMA(1, d, 3)-FIGARCH (1,d,1) with a differencing value (d) of 1.1355451 which is capable of forecasting with an AIC value of 16,290.",2024-01-01,
News Event-driven Forecasting of Commodity Prices,"Problem definition. Commodity prices have exhibited significant volatility in recent times, which poses an exogenous risk factor for commodity-processing and commodity-trading firms. Accurate commodity price forecasts can help firms leverage data-driven procurement policies that incorporate the underlying price volatility for financial and operational hedging decisions. However, historical prices alone are insufficient to obtain reasonable forecasts because of the extreme volatility.Methodology/results. Building on the hypothesis that commodity prices are driven by real-world events, we propose a method that automatically extracts events from news articles and combines them with price data using a neural network-based predictive model to forecast prices. In addition to achieving a high prediction accuracy that outperforms several benchmarks (by up to 13%), our proposed model is also interpretable, which allows us to identify meaningful events driving the price fluctuations. We found that the events frequently associated with major fluctuations in the price include ""natural"" (floods, cold waves, poor rainfall, etc.), hike (hikes in fuel prices, fares, highway tolls, etc.), policy (govt. actions curbing/promoting imports and/or exports, etc.), and elections, all of which are known drivers of price change.We used a corpus containing about 1.6 million news articles of a major Indian newspaper spanning 15 years and daily prices of four crops (onion, potato, rice and wheat) in India to perform this study. Our proposed approach is flexible and can be used to predict other time series data such as disease incidence levels or macroeconomic indicators that are also influenced by real-world events.Managerial implications. Firms can leverage price forecasts from our system to design inventory and procurement policies in the face of uncertain commodity prices. Commodity merchants can also use the forecasts to design optimal storage policies for physical trading of commodities when prices are volatile. Our findings can also significantly impact policymakers, who can leverage the information of impending price changes and associated events to mitigate the negative effects of price shocks.",2024-01-01,
A NodeMCU Based Low-Cost Portable Device for Change Indication in Multiple Financial Commodities of Various Market Paradigms,"Online trading has become an important component of the portfolio of investors as it provides an attractive and profitable investment option in spite of the risk involved. Many individuals embraced diversified financial portfolios and started investing in Stocks, Cryptocurrencies, Bonds, Metals and Commodities through online portals. It needs constant attention to the price of the financial commodities for obtaining profits. However, majority of the investors are landing in losses because of lack of such continual monitoring of the prices to ascertain the changes in the prices of financial commodities all the time. In this work, to assist user in order to avoid this tiresome task of continual monitoring, a prototype of a low cost portable device for change indication in price of multiple financial commodities of various trading paradigms based on NodeMCU is proposed. The device includes Data retrieval and processing (DRP) unit in the form of nodeMCU, control unit, and notification unit. The DRP unit initially obtains the list of the financial commodities and control parameters including sampling rate, threshold, and time delay from the Google firebase real time database which are collected from user through a mobile application. Further it fetches the real time price data of the financial commodities to compute the percentage change in the given time duration and obtain the prioritized list i.e., the list of financial commodities as per the descending order of absolute percentage change and instruct the notification unit to generate alarm through an audio buzzer incase at least if one of the financial commodity exhibits an absolute percentage change greater than a predefined threshold. The notification unit also contains Red and Green LED corresponding to each of the financial commodity to indicate negative and positive changes that are exceeding the threshold. Further, a LCD displays the details of the first financial quantity in the prioritized list. The control unit comprises of two designated switches to change the financial quantity whose details are to be displayed on LCD and a silent mode switch to disable the audio notifications for the sake of convenience of the user. A prototype of the proposed device is realized with 16 cryptocurrencies, a sampling rate of one sample per minute and a time delay of one hour for the purpose of the testing the device. A maximum of 0.20 % of mean error rate is observed in price of the Doge coin, and 0 % of mean error rate is observed in percentage change of price corresponding to all cryptocurrencies. Further the number of notifications using RED and GREEN LEDs are computed for all cryptocurrencies which are found to be exactly in match with the original data with various threshold values of 1%,2%,5%, and 10%. The total number of notifications including both Red and Green LEDs are found to be higher in HBAR. The proposed device assists investors to take timely decisions for profitable trading and provides valuable insights about the momentum of various markets to readjust the investments and balance the portfolios accordingly.",2024-01-01,
The Flipside of Financial Innovation: Why Contracts Fail,"We examine factors that predict the success and failure of financial innovations using a novel comprehensive database, which contains surviving and defunct commodity futures contracts traded on 28 exchanges between 1871 and 2022. New innovations are more likely to fail if they do not sufficiently compensate investors for risk, or if they experience extreme returns. Contracts are also less likely to succeed if they face significant competitive pressure from other products or exchanges. Sometimes, innovations fail because they experience systemic shocks such as wars, economic recessions and financial crises.",2024-01-01,
Sustainability Practices and Financial Performance of Coffee Producers in Nueva Vizcaya,"Coffee is one of the largest traded agricultural commodities in the world. Its production is an important component of the overall economy and is essential to the livelihoods of rural households in the developing countries. This study aimed to determine the extent of sustainability practices and financial performance of seven coffee producers from Nueva Vizcaya in different municipalities. The proponents used a structured questionnaire in gathering the data using descriptive correlational and financial performance analysis. The data was analyzed using the following statistical tools: Mean, Standard Deviation, Financial Profitability Ratio, Spearman Rho, and Thematic Analysis using IBM SPSS version 25. Findings reveal that, coffee producers are generally implementing sustainable practices in their operations, and they are achieving good financial performance, as evidenced by their average ROA, ROE, and ROS ratios. These shows a commendable balance between profitability and sustainability efforts. However, it is also revealed that there is no significant relationship between the variables, and a weak negative correlation between them is discovered. Moreover, most of the respondents are confident in their ability to ensure long-term sustainability as they continuously seek for growth and improvement in their efficiency and profitability. For further findings, the researchers recommend that coffee producers continue to implement sustainability practices, and for future researchers to include liquidity and solvency ratios to provide a more comprehensive assessment of financial health.",2024-01-01,
Finanzmärkte aktuell,"The prospect of higher growth rates in sales and profits in 2024 compared to the previous year is an important reason for the forecast of rising leading indices this year. The growth rates of the leading indices will be lower this year than in the previous year. The expected upward movement of the global stock market index is currently also being supported by the prospect of interest rate cuts by the Fed and the ECB this year. The US sectors with the highest expected total returns (including dividends) in the 1st half of 2024 are commodities, financials, industrials and technology. The quantitative earnings forecast for the energy sector index shows a decline. The gold price is benefiting from the increased geopolitical uncertainties and the strong demand for gold from global central banks, which are diversifying their currency reserves with the precious metal. The price of gold should also rise.",2024-01-01,
Beyond Volatility: Systemic Resilience and Risk Mitigation in Interconnected Commodity Markets,"In an era marked by escalating interdependence in commodity markets, understanding the system-wide volatility spillover dynamics is paramount. This research extends the seminal work of Diebold et al. (2017) to unravel the complexities within three crucial commodity segments—Agriculture, Energy, and Metal. Two novel system-wide indices, the resilience index and spillover index, are introduced, grounded in the delicate risk-resilience trade-off inherent in interconnected financial systems. The resilience and spillover indices become pivotal tools for gauging the system's ability to withstand shocks and generate spillovers. In the dynamic analysis, focusing on time-varying characteristics, the study uncovers systematic patterns in system resilience evolution. The sensitivity of resilience to spillover events is highlighted, particularly post the 2008 global financial crisis. Daily data analysis reveals critical periods of heightened spillover risks, facilitated by warning signals anchored in upper and lower bounds. Over a static analysis period spanning January 2000 to July 2023, the energy sector emerges as a notable shock generator, while the metal sector demonstrates exceptional shock absorption. Agricultural commodities exhibit varied resilience. The findings hold profound implications for energy policymakers, traders, and financial investors. Early identification of commodities susceptible to high-risk spillovers enables strategic risk management decisions. This research not only contributes to academic discourse but also provides actionable insights, emphasizing the utility of early warning indicators for fortifying financial resilience in an ever-evolving market landscape. The study stands as a testament to the power of insight and the foresight to navigate the intricate rhythms of global financial stability.",2024-01-01,
"The Influence of Peer Effects, Commodity Prices and its Hedging on Corporate Capital Structure: Evidence from the Oil and Gas Industry","This paper investigates the influence of peer financial choices on the capital structure decisions of European and North American listed companies in the oil and gas sector. It also examines how commodity prices, particularly oil and gas prices, and their corporate hedging affect capital structure policies. The findings underscore the existence of peer effects in the oil and gas industry, indicating that companies consider their peers' financial decisions when determining their capital structure. Further analysis reveals that oil and gas firms follow their peers' financial policies irrespective of the size of the capital markets. Additionally, the research highlights that oil and gas prices, along with the hedging against these prices exposure, impact the capital structure of oil and gas companies, providing invaluable insights for industry practitioners and policymakers.",2024-01-01,
Cross-Border Banking and the Transmission of Global Shocks to Credit Cycles in Developing Economies: A Commodity Price Cycles Channel,"The literature on the transmission of global credit market shocks to credit cycles in developing countries emphasizes the role of cross-border banking, but seems to side-step the important role of commodity trade. To address the gap, we hypothesize that global credit market shocks are transmitted to credit market cycles in developing economies directly through cross-border banking capital flows and indirectly through the interaction between bank capital flows and commodity price cycles. We specify plausible econometric models to represent the hypotheses and we estimate the models using a panel sample of 74 developing countries. We uncover new robust evidence that cross-border banking capital flows directly accentuate credit cycles in developing countries. The evidence also identifies commodity price cycles as an important indirect transmission channel. These findings prompt policy makers in developing countries to pay attention to the commodity price cycles channel in designing policies to minimize vulnerability to global financial shocks.",2024-01-01,
The Determinants of the Time-Varying Equity Premium,"The ex-ante excess return required by investors for taking positions in the stock market is found to be negatively related to changes in real personal consumption expenditures, commodity price inflation, short-term interest rates, and the term spread. However, the ex-ante Sharpe ratio is discovered to have a significantly negative association with only the latter two variables. The overall findings supply evidence of a market risk premium that is economically countercyclical due primarily to procyclical investor risk tolerance. Measures of financial market volatility and sentiment are found to have no separate impact on the equity premium.",2024-01-01,
Financial Market Risk Spillover after Covid-19: A Multidimensional Higher-Order Moment Analysis Based on Garchsk-Vine Copula-Covar Model,"The transmission of significant information through commodity futures, stock and ESG bond markets in terms of returns and actual volatility is critical for investors to reduce portfolio risk by understanding the dependencies and risk spillovers among them. We employ the GARCHSK-Vine Copula-CoVaR methodology to explore the dependencies and risk spillovers between markets from the perspective of multidimensional higher moments. Compared with other models, we describe the higher moment characteristics of data and extend CoVaR from bivariate to a multivariate framework, thus mitigating the underestimation of risk spillover effects that may occur due to the overlooked indirect impacts on financial assets.",2024-01-01,
"Macroeconomic News, the Financial Cycle and the Commodity Cycle: The Chinese Footprint","China has become a major player in the global economy. Our new and original database of Chinese macroeconomic surprises shows the significant impact they have on equity markets worldwide. These surprises also affect commodity prices, the US nominal effective exchange rate and the VIX Index. Finally, we establish that positive Chinese macroeconomic news is associated with the expansion of global trade and industrial production. Overall, we provide evidence of the growing role of the Chinese economy as a driving force for both the real and the financial global cycle.",2024-01-01,
Energy Markets,"The energy landscape is ever-evolving, with electricity emerging as a special commodity that drives economies and sustains modern life. This chapter delves into the complex realm of energy markets, with a particular focus on the electricity sector. We explore how electricity has transformed from a simple utility to a multifaceted and indispensable resource. The evolution of the electricity sector is a central theme, tracing its roots from centralised generation and distribution to the diversification of energy sources, the rise of renewable, and the integration of smart grids. This historical context sets the stage for understanding the intricate dynamics of today's energy markets. The chapter provides a comprehensive overview of the general structure of wholesale electricity markets, dissecting the key components that govern its functioning. This includes forward markets, where long-term contracts are traded to ensure future supply and demand; day-ahead markets, which facilitate the scheduling of electricity for the next day; intraday markets, allowing for real-time adjustments; balancing markets, which maintain system stability; imbalance settlement, which reconciles deviations from scheduled energy; and ancillary services, critical for grid reliability. Moreover, financial markets play a pivotal role, allowing participants to hedge against price fluctuations and manage risk. By examining these facets of energy markets, readers will gain a profound understanding of the complex interplay between supply and demand, pricing mechanisms, and the critical role of electricity in our modern world. This chapter serves as a valuable resource for anyone seeking insights into the intricate web of energy markets and the vital role of electricity within them.",2024-01-01,
Do Crude Oil Price Fluctuations Affect the Sectoral Stock Returns: Evidence from India,"Crude oil is a vital energy source for industrialised and developing countries. Both investors who trade crude oil derivatives and firms that use oil as raw material for production monitor oil supply and demand. Disruption in the flow of oil in the commodity markets, therefore, leads to oil price volatility that affects major economies worldwide. Often, geopolitical and natural conditions could adversely impact the oil price and the financial markets react to such fluctuations in oil prices. This paper analyses the effects of oil price changes on sectorial stock returns in India. Using daily returns of S&amp;P BSE Sensex, S&amp;P BSE Oil &amp; Gas and S&amp;P BSE-Auto sectoral indices from January 2000 to March 2020, we examined the impact of Brent crude oil price fluctuations on the two major sectorial stock indices and overall market index. The results of the Granger causality test show significant results on S&amp;P BSE-Sensex and S&amp;P BSE-Oil and Gas Index Returns except S&amp;P BSE-Auto Index Returns. Further for contemporaneous association between the oil price changes and sectorial returns, we operationalised the simple regression analysis. The results from the regression analysis show statistically significant impact of crude oil price fluctuations on the sectorial returns.",2024-01-01,
ORGANIZED COMMODITY MARKETS IN THE SYSTEM OF MARKET RELATIONS,"The article highlights the concept of an organized form of trade. The economic essence of organized commodity markets is expressed through the prism of the market relations formation. It is noted that organized commodity markets occupy a prominent place in the market economy system due to their functions and economic purpose. The classification of organized commodity markets depending on the types of commodity assets is given, including agricultural markets, markets of metals, energy resources, timber and other assets. It was noted that organized commodity markets evolved over many centuries, therefore they adapted in their development certain joint achievements, as well as individual characteristics that arose on the basis of historically formed traditions, social and legislative norms, the formation of economic relations. The economic essence of organized commodity markets in the modern system of the market economy, which provides for the provision of an organized form of trade in commodity and financial markets, is defined. It is noted that the concept of ""organized trade"" can be replaced by the concept of ""exchange trading"", and ""organized market"" by the concept of ""exchange market"". It was determined that the characteristic features of an organized form of trade are the presence of an exchange infrastructure, specific rules of exchange trading. as well as the possibility of standardizing the parameters of exchange assets. An important place in the organized commodity market is given to organized platforms or commodity exchanges. The commodity exchange is a market institution that provides an efficient market environment for transparent pricing and forecasting of price risks. It was established that the importance of organized trade in commodity assets stems from the functional purpose of the organized commodity market due to the provision of: formation of a competitive environment in the market of real assets; transparent pricing of raw materials; price risk management mechanism; effective redistribution of financial resources; access to an open information environment. It has been established that the characteristic features of modern organized commodity markets are: electronicization; globalization; financialization; universalization.",2024-01-01,
"Broken Hill Proprietary Billiton report: Analysis Available Strategy to Hedging Risks by Using Futures Contracts, Foreign Exchange Futures","With the development of multinational companies, plenty of companies confront enough problems in financial management. This paper using real figure analysis method to conclude companies financial problems. After data analysis, we found Broken Hill Proprietary Billiton as one of the multinational company, it faced enough problems as commodity price risk, currency exchange rate risk and interest rate risk. In this case, hedging strategies with derivatives are used to minimize the risks of financial loss. Futures contract can be used to deal with commodity price risk and risks of currency exchange risk by locking in price and reduce uncertainty of market movements. Finally, contrast advantages and disadvantages for each strategy. After analysis of Broken Hill Proprietary Billiton, it could provide enough strategies to alleviate financial risks for multinational companies.",2024-01-01,
Regulating and Directing the Healthy Development of Various Types of Capital in China under the Guidance of the Capital View of Historical Materialism,"Only by adhering to the scientific concept of capital as explained by Marx in Capital , and by drawing a clear line between the two different views of capital based on materialist and idealist conceptions of history, can we understand the phenomenon of capital in the real economy of contemporary China. In the real economy of developing commodity production, public and private capital share some common features, but there are differences in their nature. The misunderstanding, created by Western bourgeois economics, of the relationship between public and private capital harms efforts to achieve a scientific regulation of the healthy development of various types of capital, and needs to be clarified. Where the practical work of regulating and guiding the healthy development of capital is concerned, great importance should be attached to restoring and guaranteeing the dominant position of public capital within social capital as a whole; to ensuring that state-owned capital effectively fulfills the dominant role; to strictly governing the otherwise disorderly development of private capital; to strengthening control over the quantity and quality of foreign capital introduced to the economy; and to keeping state-owned capital firmly in control of the national financial system.",2024-01-01,
"Proof-of-Stake Non-Fungible Tokens, the Distributed Autonomous Organization, and the Valuation of Art: A Proposal for a Nonprofit, Community Controlled NFT","Abstract This paper describes a way to use blockchain-based non-fungible tokens (NFTs) to address some fundamental failures of the art world introduced when the early-twentieth-century evolution of financial markets expanded to include objets d’art as commodities. It proposes the creation of a distributed autonomous organization (DAO) that uses domain experts’ Delphic consensus methods embedded in smart contracts to provide NFTs with meaningful nonfinancial assessments of intrinsic artistic qualities and merit. Full details of the blockchain implementation and organizational development are online, registered at https://doi.org/10.17605/OSF.IO/3DF4W with the Open Science Foundation as a large-scale participant/observer social science experiment.",2024-01-01,
China’s Economic Strategy in Latin American and Caribbean Countries,"The article analyzes the patterns of formation and development of China’s economic strategy in Latin America and the Caribbean (LAC) from 2008 to 2023. The object of study is the economic strategy of the PRC, and the subject is the Latin American direction of the strategy. The hypothesis is that China’s economic ties with countries are a specific variation of “center-periphery” relations. These ties arose as a result of the development of a new economic model of China from the late 1990s to the mid&amp;#8209;2000s. This model is characterized by a focus on domestic demand and capital export while maintaining a high level of state participation. The global financial and economic crisis of 2008 created more favorable conditions for the penetration of Chinese companies into Latin America. LAC countries had to compensate for losses from the decline in demand from traditional partners. China, in turn, needed labor and resource sources. These relationships intensified after a sharp drop in commodity prices in 2014. Moreover, in this case, the advantages of the Chinese economic model over the traditional partners of the region allowed to strengthen the presence even more, offering better conditions in the field of trade, investment, and finance. The analysis of trade, investment, infrastructure projects, and finance showed that China is forming its version of “center-periphery” relations with LAC countries based on the dominance of state-owned companies. Unlike the traditional model, which is based on the need for investment return and a high level of profitability, China is building its production infrastructure, increasing the level of economic development of LAC countries. At the same time, in recent years, negative trends can be traced in a number of directions of China’s foreign economic activity in the region, which can become a challenge for the set goal – to achieve the status of one of the leaders.",2024-01-01,
Actors’ Perceptions of Profitability Along a Bushmeat Commodity Chain in West Africa (Southern Benin),"Background and Research Aims: The bushmeat trade is one of the main drivers of faunal extinction in tropical Africa. We assess the profitability of the bushmeat trade along the commodity chain in southern Benin and study the perceptions of the actors on the profitability of the trade. Methods: Data were collected through direct interviews. A total of 120 bushmeat trade actors were interviewed in southern Benin. Economic and financial indicators were estimated and compared using descriptive statistics. Factors affecting the actors’ perception of wild animal hunting, trading or supply sustainability were assessed using binary logit. Results and discussion: A total of 15 species were traded along the bushmeat commodity chain in southern Benin. During the dry season, hunters’ gross product is higher because of greater hunting effort, and traders earn more commercial margin. Throughout the chain of actors, bushmeat trade profitability is seen as positively affected by the number of hunters per household and the availability of large preys (hunters), household size (sellers) and monthly income (consumers); whereas negative factors affecting profitability are distance from hunting sites (hunters), supply issues (sellers) and the cost of the meat (consumers). Both hunters and consumers see hunting and trade regulation measures as negatively impacting bushmeat profitability. Conclusion and implications for conservation: The perception of profitability by bushmeat commodity chain actors in southern Benin is conditioned by a set of socio-economic factors that should be considered in national conservation policies and development programs to keep bushmeat hunting profitable and sustainable.",2024-01-01,
Some reflections about the monetary policy of the government,"Introduction. In modern conditions, issues of monetary circulation, proportionality and balance of the money market are the most important aspects of the financial stability of the national economy. The article emphasizes the importance of using factors to regulate monetary policy and the need to transform the state's monetary policy. The authors consider the views of economic schools regarding state monetary policy regimes. Attention is focused on the views of keynesian and monetarist doctrines on monetary policy. Goal. Analyze the state of the country’s money market, as well as analyze the problems of imbalances in the country’s money market, substantiate the contradictions between commodity and financial-value flows in the national economy, leading to a shortage of money. Prove the ineffectiveness of monetarist (neoliberal) recipes for the development of monetary circulation. Materials and conclusions. The study is based on the methods of dialectical, retrospective, descriptive, comparative analysis, absolute, average and relative values, as well as predictive analysis. A conclusion is made about considering the issues of applying effective monetary policy regimes. Results and discussion. In the course of the work, the reasons for the monetary reform and the reasons for the sharp decline in the country's socio-economic development were revealed. The problems of the country's low level of monetary security are discussed. Conclusion. Based on the results of the study, we can conclude that the use of the money supply targeting regime is the most effective and will be effective in the future. Modern measures of non-inflationary growth of the money supply are proposed.",2024-01-01,
Approaches to improving the efficiency of horticultural enterprises in the Republic of Dagestan,"The article is devoted to the urgent regional problem of improving the efficiency of horticultural enterprises in the Republic of Dagestan. It is noted that the significant decrease in the contribution of this category of commodity producers to the production of fruit products, the lack of innovation and investment activity limit the development not only of the horticultural sub-branch, but also of the entire agro-food sector of the Republic. The aim of the research is to develop proposals to strengthen the position of horticultural enterprises in the national production of fruit products and to improve the efficiency of their activities. The methodology of the work is based on the use of regional statistical information, as well as on studies of domestic scientists and economists in the field of horticultural enterprises and development of various forms of management. Production and economic activity of horticultural enterprises located in three natural-climatic zones of the Republic is analyzed. The analysis period is 2017–2022. Conclusions are drawn on the necessity of differentiated placement of perennial orchard plantings on the territory of the Republic, deepening of specialization of each natural-climatic zone, application of increasing coefficients of state support, provided that perennial orchard plantings are planted at an altitude higher than 500 m above sea level. It has been shown that the small size of perennial plantings does not allow horticultural enterprises to achieve high production volumes, even if intensive cultivation techniques are used. It is recommended to the regional authorities to implement legal and organizational measures for the expansion of areas through cooperation between horticultural enterprises and small private subsidiary farms of the population. It is proposed to create a passport and an electronic database of horticultural land in the Republic. An investment plan for the development of horticulture in the Republic until 2035 has been developed. The projected increase in the volume of fruit production will contribute to the increase in the financial indicators from the sale of products, increase in the economic efficiency of horticultural enterprises. The forecast calculation of the required volume of financial investments for capital and current expenditures in case of increasing the area of perennial plantings is presented. The main source of financing is the regional budget. Calculations have shown that the payback period of the project will be eight years with a rate of return of 30%. The materials obtained in the process of this study will allow to make certain adjustments in the prospects of industrial location, to become the basis for the development of strategy and comprehensive programs of regional development of horticulture and rural areas.",2024-01-01,
